antecedent_str,consequent_str,support,confidence,lift,leverage,conviction,antecedent_items,consequent_items,antecedent_len,consequent_len
"Bread, Diapers, Baby Wipes, Butter",Jam,0.0208,0.6666666666666666,2.6371308016877633,0.012912639999999998,2.2415999999999996,"['Bread', 'Diapers', 'Baby Wipes', 'Butter']",['Jam'],4,1
"Coffee, Bread","Cheese, Butter",0.0216,0.23893805309734517,2.6314763556976337,0.013391680000000001,1.194646511627907,"['Coffee', 'Bread']","['Cheese', 'Butter']",2,2
"Cheese, Butter","Coffee, Bread",0.0216,0.23788546255506607,2.6314763556976337,0.013391680000000001,1.1935213872832369,"['Cheese', 'Butter']","['Coffee', 'Bread']",2,2
"Cake, Jam","Bread, Butter",0.0212,0.7066666666666667,2.6250619118375433,0.013124,2.4913636363636362,"['Cake', 'Jam']","['Bread', 'Butter']",2,2
"Beer, Tea",Cookies,0.0244,0.6288659793814433,2.624649329638745,0.01510352,2.0488555555555554,"['Beer', 'Tea']",['Cookies'],2,1
"Cookies, Butter","Jam, Bread",0.0372,0.4818652849740932,2.6188330705113763,0.022995199999999997,1.5748799999999998,"['Cookies', 'Butter']","['Jam', 'Bread']",2,2
"Jam, Bread","Cookies, Butter",0.0372,0.20217391304347826,2.6188330705113763,0.022995199999999997,1.1566430517711173,"['Jam', 'Bread']","['Cookies', 'Butter']",2,2
"Bread, Butter","Jam, Milk",0.0724,0.26894502228826156,2.6161967148663576,0.04472624000000001,1.2272674796747969,"['Bread', 'Butter']","['Jam', 'Milk']",2,2
"Jam, Milk","Bread, Butter",0.0724,0.7042801556420234,2.616196714866357,0.04472624000000001,2.4712578947368424,"['Jam', 'Milk']","['Bread', 'Butter']",2,2
"Sugar, Jam, Milk","Bread, Butter",0.0276,0.7040816326530612,2.615459259483883,0.017047359999999998,2.4696000000000002,"['Sugar', 'Jam', 'Milk']","['Bread', 'Butter']",3,2
"Soda, Bread","Sugar, Butter",0.0208,0.21757322175732216,2.6150627615062763,0.01284608,1.171739037433155,"['Soda', 'Bread']","['Sugar', 'Butter']",2,2
"Sugar, Butter","Soda, Bread",0.0208,0.25,2.615062761506276,0.01284608,1.2058666666666666,"['Sugar', 'Butter']","['Soda', 'Bread']",2,2
"Pasta, Tomato Sauce, Bread","Jam, Butter",0.0284,0.4829931972789116,2.613599552375063,0.017533760000000002,1.5767684210526318,"['Pasta', 'Tomato Sauce', 'Bread']","['Jam', 'Butter']",3,2
"Coffee, Bread","Jam, Butter",0.0436,0.48230088495575224,2.609853273570088,0.02689408,1.574659829059829,"['Coffee', 'Bread']","['Jam', 'Butter']",2,2
"Jam, Butter","Coffee, Bread",0.0436,0.23593073593073594,2.609853273570088,0.02689408,1.1904679886685552,"['Jam', 'Butter']","['Coffee', 'Bread']",2,2
"Pasta, Tomato Sauce, Butter","Milk, Bread",0.0208,0.37681159420289856,2.6094985748123167,0.01282912,1.372939534883721,"['Pasta', 'Tomato Sauce', 'Butter']","['Milk', 'Bread']",3,2
"Coffee, Cookies, Bread",Butter,0.02,0.8771929824561403,2.6075891273963743,0.01233008,5.403599999999997,"['Coffee', 'Cookies', 'Bread']",['Butter'],3,1
"Wine, Tea",Cheese,0.0284,0.7100000000000001,2.6064610866372986,0.017504000000000002,2.50896551724138,"['Wine', 'Tea']",['Cheese'],2,1
"Yogurt, Jam","Bread, Butter",0.0356,0.7007874015748031,2.6032221455230427,0.021924640000000002,2.4424105263157894,"['Yogurt', 'Jam']","['Bread', 'Butter']",2,2
"Coffee, Butter","Cheese, Bread",0.0216,0.24770642201834864,2.601958214478452,0.013298560000000001,1.2027219512195124,"['Coffee', 'Butter']","['Cheese', 'Bread']",2,2
"Cheese, Bread","Coffee, Butter",0.0216,0.226890756302521,2.601958214478452,0.013298560000000001,1.180686956521739,"['Cheese', 'Bread']","['Coffee', 'Butter']",2,2
"Tomato Sauce, Butter","Jam, Bread",0.0404,0.47867298578199047,2.601483618380383,0.024870399999999997,1.5652363636363635,"['Tomato Sauce', 'Butter']","['Jam', 'Bread']",2,2
"Jam, Bread","Tomato Sauce, Butter",0.0404,0.21956521739130433,2.601483618380383,0.024870399999999997,1.173192200557103,"['Jam', 'Bread']","['Tomato Sauce', 'Butter']",2,2
"Coffee, Milk, Sugar, Bread","Jam, Butter",0.0248,0.48062015503875966,2.600758414711903,0.01526432,1.5695641791044777,"['Coffee', 'Milk', 'Sugar', 'Bread']","['Jam', 'Butter']",4,2
"Coffee, Cookies",Tea,0.0376,0.6025641025641026,2.5972590627763044,0.023123200000000003,1.932387096774194,"['Coffee', 'Cookies']",['Tea'],2,1
"Tea, Cookies, Bread, Butter",Jam,0.026,0.6565656565656565,2.5971742743894635,0.015989119999999996,2.1756705882352936,"['Tea', 'Cookies', 'Bread', 'Butter']",['Jam'],4,1
"Cheese, Eggs, Bread",Butter,0.022,0.8730158730158729,2.595172036313534,0.013522719999999998,5.225849999999996,"['Cheese', 'Eggs', 'Bread']",['Butter'],3,1
"Soda, Pasta, Tomato Sauce",Cheese,0.0328,0.706896551724138,2.5950681047141635,0.020160640000000004,2.4824000000000006,"['Soda', 'Pasta', 'Tomato Sauce']",['Cheese'],3,1
"Tomato Sauce, Butter","Milk, Bread",0.0316,0.37440758293838866,2.5928502973572622,0.019412640000000002,1.3676636363636363,"['Tomato Sauce', 'Butter']","['Milk', 'Bread']",2,2
"Milk, Bread","Tomato Sauce, Butter",0.0316,0.21883656509695293,2.5928502973572622,0.019412640000000002,1.1720978723404256,"['Milk', 'Bread']","['Tomato Sauce', 'Butter']",2,2
Jam,"Bread, Butter",0.1764,0.6977848101265822,2.5920683882859668,0.10834624,2.4181445026178006,['Jam'],"['Bread', 'Butter']",1,2
"Bread, Butter",Jam,0.1764,0.6552748885586924,2.5920683882859668,0.10834624,2.1675241379310344,"['Bread', 'Butter']",['Jam'],2,1
"Jam, Croissant","Bread, Butter",0.024,0.6976744186046512,2.591658315767649,0.01473952,2.417261538461539,"['Jam', 'Croissant']","['Bread', 'Butter']",2,2
"Coffee, Sugar, Bread","Jam, Butter",0.0316,0.4787878787878788,2.5908434999344094,0.019403200000000002,1.564046511627907,"['Coffee', 'Sugar', 'Bread']","['Jam', 'Butter']",3,2
"Yogurt, Bread, Butter",Jam,0.0356,0.6544117647058824,2.5886541325390913,0.02184768,2.162110638297872,"['Yogurt', 'Bread', 'Butter']",['Jam'],3,1
"Pasta, Bread, Butter",Jam,0.0348,0.6541353383458647,2.5875606738364896,0.021351039999999995,2.1603826086956524,"['Pasta', 'Bread', 'Butter']",['Jam'],3,1
"Pasta, Tomato Sauce","Cheese, Milk",0.0528,0.30414746543778803,2.5862879714097624,0.03238464,1.2680847682119205,"['Pasta', 'Tomato Sauce']","['Cheese', 'Milk']",2,2
"Cheese, Milk","Pasta, Tomato Sauce",0.0528,0.4489795918367347,2.586287971409762,0.03238464,1.4997629629629632,"['Cheese', 'Milk']","['Pasta', 'Tomato Sauce']",2,2
"Bread, Diapers, Baby Wipes","Jam, Butter",0.0208,0.4770642201834862,2.5815163429842327,0.012742719999999999,1.5588912280701757,"['Bread', 'Diapers', 'Baby Wipes']","['Jam', 'Butter']",3,2
"Cookies, Bread","Jam, Butter",0.0372,0.4769230769230769,2.5807525807525806,0.022785599999999996,1.558470588235294,"['Cookies', 'Bread']","['Jam', 'Butter']",2,2
"Jam, Butter","Cookies, Bread",0.0372,0.20129870129870128,2.5807525807525806,0.022785599999999996,1.1543739837398375,"['Jam', 'Butter']","['Cookies', 'Bread']",2,2
"Cheese, Tomato Sauce, Bread","Jam, Butter",0.0204,0.47663551401869164,2.5791965044301497,0.012490560000000003,1.5576142857142858,"['Cheese', 'Tomato Sauce', 'Bread']","['Jam', 'Butter']",3,2
"Tea, Sugar","Coffee, Milk",0.0288,0.4897959183673469,2.5778732545649836,0.017627999999999998,1.5876000000000001,"['Tea', 'Sugar']","['Coffee', 'Milk']",2,2
"Diapers, Jam, Baby Wipes","Bread, Butter",0.0208,0.6933333333333334,2.575532441802873,0.012724,2.38304347826087,"['Diapers', 'Jam', 'Baby Wipes']","['Bread', 'Butter']",3,2
"Tea, Bread, Butter",Jam,0.038,0.6506849315068493,2.5739119126062073,0.023236479999999997,2.1390431372549017,"['Tea', 'Bread', 'Butter']",['Jam'],3,1
"Eggs, Bread, Butter",Jam,0.042,0.6481481481481483,2.563877168307548,0.025618560000000002,2.1236210526315795,"['Eggs', 'Bread', 'Butter']",['Jam'],3,1
"Wine, Eggs",Cheese,0.0268,0.6979166666666667,2.5621023005384242,0.01633984,2.4086068965517247,"['Wine', 'Eggs']",['Cheese'],2,1
"Cheese, Eggs, Butter",Bread,0.022,0.8870967741935484,2.5609029278104747,0.013409279999999999,5.78902857142857,"['Cheese', 'Eggs', 'Butter']",['Bread'],3,1
"Jam, Juice","Bread, Butter",0.0204,0.6891891891891893,2.5601381470623674,0.01243168,2.351269565217392,"['Jam', 'Juice']","['Bread', 'Butter']",2,2
"Coffee, Sugar, Cookies, Milk",Tea,0.0216,0.5934065934065934,2.5577870405456613,0.0131552,1.888864864864865,"['Coffee', 'Sugar', 'Cookies', 'Milk']",['Tea'],4,1
"Milk, Sugar, Bread","Jam, Butter",0.0276,0.4726027397260274,2.5573741327165984,0.01680768,1.5457038961038962,"['Milk', 'Sugar', 'Bread']","['Jam', 'Butter']",3,2
"Tea, Jam","Bread, Butter",0.038,0.6884057971014492,2.5572280724422334,0.02314016,2.3453581395348833,"['Tea', 'Jam']","['Bread', 'Butter']",2,2
"Coffee, Sugar, Jam","Bread, Butter",0.0316,0.6869565217391305,2.551844434394987,0.019216800000000006,2.3345000000000002,"['Coffee', 'Sugar', 'Jam']","['Bread', 'Butter']",3,2
"Tomato Sauce, Bread","Milk, Butter",0.0316,0.3590909090909091,2.550361570247934,0.019209600000000004,1.3405957446808512,"['Tomato Sauce', 'Bread']","['Milk', 'Butter']",2,2
"Milk, Butter","Tomato Sauce, Bread",0.0316,0.22443181818181818,2.550361570247934,0.019209600000000004,1.175912087912088,"['Milk', 'Butter']","['Tomato Sauce', 'Bread']",2,2
"Coffee, Cookies, Milk",Tea,0.0284,0.5916666666666667,2.550287356321839,0.017264,1.8808163265306124,"['Coffee', 'Cookies', 'Milk']",['Tea'],3,1
"Coffee, Jam, Milk","Bread, Butter",0.034,0.685483870967742,2.5463739634760105,0.02064768,2.3235692307692313,"['Coffee', 'Jam', 'Milk']","['Bread', 'Butter']",3,2
"Pasta, Water, Tomato Sauce","Cheese, Milk",0.0212,0.2994350282485876,2.546216226603636,0.01287392,1.2595548387096773,"['Pasta', 'Water', 'Tomato Sauce']","['Cheese', 'Milk']",3,2
"Pasta, Jam","Bread, Butter",0.0348,0.6850393700787402,2.544722771466345,0.02112464,2.32029,"['Pasta', 'Jam']","['Bread', 'Butter']",2,2
"Cheese, Tea","Pasta, Tomato Sauce",0.0288,0.44171779141104295,2.54445732379633,0.017481280000000002,1.4802549450549451,"['Cheese', 'Tea']","['Pasta', 'Tomato Sauce']",2,2
"Wine, Soda",Cheese,0.0324,0.6923076923076923,2.5415113520840396,0.019651679999999998,2.3647,"['Wine', 'Soda']",['Cheese'],2,1
"Sugar, Jam","Bread, Butter",0.0424,0.6838709677419355,2.540382495326655,0.0257096,2.3117142857142854,"['Sugar', 'Jam']","['Bread', 'Butter']",2,2
"Milk, Bread, Butter",Jam,0.0724,0.6418439716312058,2.53893976119939,0.043884160000000005,2.0862415841584165,"['Milk', 'Bread', 'Butter']",['Jam'],3,1
Jam,"Milk, Bread, Butter",0.0724,0.2863924050632911,2.5389397611993894,0.043884160000000005,1.243260310421286,['Jam'],"['Milk', 'Bread', 'Butter']",1,3
"Soda, Bread, Butter",Jam,0.048,0.6417112299465241,2.5384146754213766,0.029090559999999998,2.085468656716418,"['Soda', 'Bread', 'Butter']",['Jam'],3,1
"Beer, Soda",Baby Wipes,0.0248,0.5391304347826087,2.5382788831572913,0.015029599999999999,1.7089433962264151,"['Beer', 'Soda']",['Baby Wipes'],2,1
"Sugar, Bread","Jam, Butter",0.0424,0.4690265486725664,2.5380224495268746,0.02569408,1.5352933333333336,"['Sugar', 'Bread']","['Jam', 'Butter']",2,2
"Jam, Butter","Sugar, Bread",0.0424,0.22943722943722944,2.5380224495268746,0.02569408,1.1804359550561798,"['Jam', 'Butter']","['Sugar', 'Bread']",2,2
"Cheese, Diapers",Pasta,0.0232,0.5178571428571428,2.5335476656415987,0.014042879999999999,1.650133333333333,"['Cheese', 'Diapers']",['Pasta'],2,1
"Soda, Baby Wipes",Beer,0.0248,0.4275862068965517,2.5330936427520836,0.015009599999999998,1.4520963855421685,"['Soda', 'Baby Wipes']",['Beer'],2,1
"Pasta, Bread","Milk, Butter",0.0248,0.3563218390804598,2.5306948798328106,0.01500032,1.3348285714285715,"['Pasta', 'Bread']","['Milk', 'Butter']",2,2
"Wine, Jam","Bread, Butter",0.0256,0.6808510638297872,2.52916442730233,0.015478080000000002,2.28984,"['Wine', 'Jam']","['Bread', 'Butter']",2,2
"Cheese, Coffee, Sugar, Milk",Pasta,0.0204,0.5151515151515151,2.5203107394888216,0.01230576,1.640925,"['Cheese', 'Coffee', 'Sugar', 'Milk']",['Pasta'],4,1
"Pasta, Tea, Tomato Sauce",Cookies,0.0256,0.6037735849056604,2.519923142344158,0.01544096,1.9191047619047616,"['Pasta', 'Tea', 'Tomato Sauce']",['Cookies'],3,1
"Wine, Tea, Cookies",Cheese,0.02,0.684931506849315,2.5144328445275885,0.012045920000000002,2.3093391304347826,"['Wine', 'Tea', 'Cookies']",['Cheese'],3,1
"Tomato Sauce, Pasta, Sugar, Coffee, Milk",Cheese,0.02,0.684931506849315,2.5144328445275885,0.012045920000000002,2.3093391304347826,"['Tomato Sauce', 'Pasta', 'Sugar', 'Coffee', 'Milk']",['Cheese'],5,1
"Wine, Yogurt",Cheese,0.0252,0.6847826086956522,2.5138862286918218,0.01517568,2.3082482758620695,"['Wine', 'Yogurt']",['Cheese'],2,1
"Pasta, Tomato Sauce, Bread","Milk, Butter",0.0208,0.35374149659863946,2.512368583797155,0.01252096,1.329498947368421,"['Pasta', 'Tomato Sauce', 'Bread']","['Milk', 'Butter']",3,2
"Jam, Water","Bread, Butter",0.0692,0.6757812499999999,2.5103315378900444,0.04163392,2.254033734939758,"['Jam', 'Water']","['Bread', 'Butter']",2,2
"Bread, Butter","Jam, Water",0.0692,0.25705794947994054,2.5103315378900444,0.04163392,1.2081696,"['Bread', 'Butter']","['Jam', 'Water']",2,2
"Cheese, Eggs","Pasta, Tomato Sauce",0.0284,0.4355828220858896,2.5091176387436036,0.017081280000000004,1.4641652173913045,"['Cheese', 'Eggs']","['Pasta', 'Tomato Sauce']",2,2
"Eggs, Milk, Butter",Bread,0.0264,0.868421052631579,2.506989181961833,0.01586944,4.967360000000001,"['Eggs', 'Milk', 'Butter']",['Bread'],3,1
"Coffee, Baby Wipes",Beer,0.022,0.4230769230769231,2.5063798760481224,0.013222399999999999,1.4407466666666666,"['Coffee', 'Baby Wipes']",['Beer'],2,1
"Soda, Jam","Bread, Butter",0.048,0.6741573033707865,2.5042990466968296,0.02883296,2.2428,"['Soda', 'Jam']","['Bread', 'Butter']",2,2
"Cheese, Cookies",Wine,0.0276,0.4451612903225806,2.5009061254077563,0.016564000000000002,1.4815116279069767,"['Cheese', 'Cookies']",['Wine'],2,1
"Coffee, Tomato Sauce, Bread",Butter,0.0212,0.8412698412698413,2.5008021440839516,0.01272272,4.18068,"['Coffee', 'Tomato Sauce', 'Bread']",['Butter'],3,1
"Wine, Jam",Cheese,0.0256,0.6808510638297872,2.4994532446027433,0.015357760000000002,2.2798133333333332,"['Wine', 'Jam']",['Cheese'],2,1
"Cheese, Soda","Pasta, Tomato Sauce",0.0328,0.4338624338624339,2.4992075683319923,0.01967584,1.4597158878504675,"['Cheese', 'Soda']","['Pasta', 'Tomato Sauce']",2,2
"Coffee, Sugar, Milk, Butter",Bread,0.0408,0.864406779661017,2.4954006341253376,0.024449920000000003,4.8203000000000005,"['Coffee', 'Sugar', 'Milk', 'Butter']",['Bread'],4,1
"Pasta, Tomato Sauce",Cheese,0.118,0.6797235023041475,2.4953138851106735,0.07071136,2.271787050359712,"['Pasta', 'Tomato Sauce']",['Cheese'],2,1
Cheese,"Pasta, Tomato Sauce",0.118,0.43318649045521296,2.4953138851106735,0.07071136,1.457975129533679,['Cheese'],"['Pasta', 'Tomato Sauce']",1,2
"Pasta, Tea, Tomato Sauce",Cheese,0.0288,0.6792452830188679,2.4935583077050953,0.01725024,2.2683999999999997,"['Pasta', 'Tea', 'Tomato Sauce']",['Cheese'],3,1
"Cheese, Baby Wipes","Pasta, Tomato Sauce",0.0244,0.4326241134751773,2.4920743863777495,0.01460896,1.4565300000000003,"['Cheese', 'Baby Wipes']","['Pasta', 'Tomato Sauce']",2,2
"Coffee, Cookies, Butter",Bread,0.02,0.8620689655172414,2.488651748028988,0.011963520000000002,4.738600000000002,"['Coffee', 'Cookies', 'Butter']",['Bread'],3,1
"Cheese, Sugar, Milk",Pasta,0.0236,0.5086206896551725,2.4883595384303936,0.014115840000000001,1.6191157894736845,"['Cheese', 'Sugar', 'Milk']",['Pasta'],3,1
"Coffee, Pasta, Sugar, Tomato Sauce",Cheese,0.0244,0.6777777777777779,2.4881709903736344,0.014593600000000003,2.2580689655172423,"['Coffee', 'Pasta', 'Sugar', 'Tomato Sauce']",['Cheese'],4,1
"Sugar, Bread, Cookies",Butter,0.0204,0.8360655737704918,2.4853316699479544,0.01219184,4.047960000000001,"['Sugar', 'Bread', 'Cookies']",['Butter'],3,1
"Pasta, Tomato Sauce, Milk",Cheese,0.0528,0.676923076923077,2.4850333220377276,0.031552800000000006,2.2520952380952384,"['Pasta', 'Tomato Sauce', 'Milk']",['Cheese'],3,1
"Jam, Tomato Sauce","Bread, Butter",0.0404,0.6688741721854304,2.484673745116755,0.02414032,2.207016,"['Jam', 'Tomato Sauce']","['Bread', 'Butter']",2,2
"Coffee, Pasta, Tomato Sauce, Milk",Cheese,0.0268,0.6767676767676767,2.4844628368857444,0.01601296,2.2510124999999994,"['Coffee', 'Pasta', 'Tomato Sauce', 'Milk']",['Cheese'],4,1
"Jam, Butter","Tomato Sauce, Bread",0.0404,0.21861471861471862,2.4842581660763483,0.0241376,1.1671578947368422,"['Jam', 'Butter']","['Tomato Sauce', 'Bread']",2,2
"Tomato Sauce, Bread","Jam, Butter",0.0404,0.4590909090909091,2.484258166076348,0.0241376,1.50709243697479,"['Tomato Sauce', 'Bread']","['Jam', 'Butter']",2,2
"Coffee, Jam","Bread, Butter",0.0436,0.6687116564417178,2.4840700462173766,0.02604816,2.2059333333333333,"['Coffee', 'Jam']","['Bread', 'Butter']",2,2
"Cookies, Bread","Milk, Butter",0.0272,0.3487179487179487,2.4766899766899764,0.0162176,1.319244094488189,"['Cookies', 'Bread']","['Milk', 'Butter']",2,2
"Tea, Milk","Water, Cookies",0.0224,0.24561403508771928,2.475947934352009,0.01335296,1.1940837209302326,"['Tea', 'Milk']","['Water', 'Cookies']",2,2
"Water, Cookies","Tea, Milk",0.0224,0.22580645161290322,2.4759479343520088,0.01335296,1.1738666666666668,"['Water', 'Cookies']","['Tea', 'Milk']",2,2
"Pasta, Sugar, Tomato Sauce, Milk",Cheese,0.0232,0.6744186046511628,2.4758392241232117,0.013829439999999998,2.2347714285714284,"['Pasta', 'Sugar', 'Tomato Sauce', 'Milk']",['Cheese'],4,1
"Cheese, Water","Pasta, Tomato Sauce",0.0476,0.42960288808664265,2.4746710143239783,0.028365120000000004,1.448815189873418,"['Cheese', 'Water']","['Pasta', 'Tomato Sauce']",2,2
"Pasta, Tomato Sauce","Cheese, Water",0.0476,0.2741935483870968,2.4746710143239783,0.028365120000000004,1.22512,"['Pasta', 'Tomato Sauce']","['Cheese', 'Water']",2,2
"Cheese, Water",Wine,0.0488,0.44043321299638993,2.474343893238146,0.029077600000000006,1.468993548387097,"['Cheese', 'Water']",['Wine'],2,1
Wine,"Cheese, Water",0.0488,0.27415730337078653,2.474343893238146,0.029077600000000006,1.2250588235294118,['Wine'],"['Cheese', 'Water']",1,2
"Rice, Butter",Jam,0.024,0.6250000000000001,2.4723101265822787,0.01429248,1.992533333333334,"['Rice', 'Butter']",['Jam'],2,1
"Milk, Tomato Sauce, Bread",Butter,0.0316,0.8315789473684212,2.4719944927717634,0.018816800000000005,3.940125000000003,"['Milk', 'Tomato Sauce', 'Bread']",['Butter'],3,1
"Coffee, Sugar, Water, Bread",Butter,0.0216,0.8307692307692308,2.4695874874233974,0.012853600000000001,3.9212727272727284,"['Coffee', 'Sugar', 'Water', 'Bread']",['Butter'],4,1
"Wine, Bread, Butter",Cheese,0.0304,0.672566371681416,2.469039543617533,0.018087520000000003,2.22212972972973,"['Wine', 'Bread', 'Butter']",['Cheese'],3,1
"Pasta, Water, Tomato Sauce",Cheese,0.0476,0.672316384180791,2.4681218215153855,0.028314080000000005,2.220434482758621,"['Pasta', 'Water', 'Tomato Sauce']",['Cheese'],3,1
"Coffee, Tomato Sauce, Butter",Bread,0.0212,0.8548387096774194,2.467779184981003,0.01260928,4.502577777777778,"['Coffee', 'Tomato Sauce', 'Butter']",['Bread'],3,1
"Coffee, Pasta, Tomato Sauce",Cheese,0.0328,0.6721311475409836,2.467441804482319,0.019506880000000004,2.2191799999999997,"['Coffee', 'Pasta', 'Tomato Sauce']",['Cheese'],3,1
"Pasta, Jam, Tomato Sauce","Bread, Butter",0.0284,0.663551401869159,2.464901195650665,0.016878240000000003,2.1721000000000004,"['Pasta', 'Jam', 'Tomato Sauce']","['Bread', 'Butter']",3,2
"Pasta, Tomato Sauce, Bread, Butter",Jam,0.0284,0.6228070175438597,2.4636353542083054,0.01687232,1.9809488372093025,"['Pasta', 'Tomato Sauce', 'Bread', 'Butter']",['Jam'],4,1
"Water, Milk, Cookies",Tea,0.0224,0.5714285714285714,2.463054187192118,0.013305599999999999,1.7919999999999998,"['Water', 'Milk', 'Cookies']",['Tea'],3,1
"Pasta, Milk, Water, Tomato Sauce",Cheese,0.0212,0.670886075949367,2.4628710570828454,0.01259216,2.2107846153846147,"['Pasta', 'Milk', 'Water', 'Tomato Sauce']",['Cheese'],4,1
"Cheese, Jam","Bread, Butter",0.0464,0.6628571428571427,2.4623222245807677,0.027555999999999994,2.167627118644067,"['Cheese', 'Jam']","['Bread', 'Butter']",2,2
"Coffee, Sugar, Butter",Bread,0.0532,0.8525641025641025,2.4612127672173862,0.03158464,4.43311304347826,"['Coffee', 'Sugar', 'Butter']",['Bread'],3,1
"Pasta, Tomato Sauce, Baby Wipes",Cheese,0.0244,0.6703296703296704,2.46082845201788,0.014484640000000002,2.207053333333334,"['Pasta', 'Tomato Sauce', 'Baby Wipes']",['Cheese'],3,1
"Yogurt, Pasta",Cheese,0.0276,0.6699029126213593,2.459261793764168,0.016377120000000002,2.2042,"['Yogurt', 'Pasta']",['Cheese'],2,1
"Milk, Sugar, Bread, Butter",Jam,0.0276,0.6216216216216216,2.4589462880602118,0.016375679999999997,1.974742857142857,"['Milk', 'Sugar', 'Bread', 'Butter']",['Jam'],4,1
"Water, Jam","Milk, Bread, Butter",0.0284,0.27734375,2.4587211879432624,0.01684928,1.2276929729729729,"['Water', 'Jam']","['Milk', 'Bread', 'Butter']",2,3
"Milk, Bread, Butter","Water, Jam",0.0284,0.2517730496453901,2.4587211879432624,0.01684928,1.1996360189573458,"['Milk', 'Bread', 'Butter']","['Water', 'Jam']",3,2
"Cookies, Sugar, Butter",Bread,0.0204,0.8500000000000001,2.453810623556582,0.012086400000000002,4.357333333333336,"['Cookies', 'Sugar', 'Butter']",['Bread'],3,1
"Cheese, Tomato Sauce, Butter",Bread,0.034,0.8500000000000001,2.453810623556582,0.020144000000000002,4.357333333333336,"['Cheese', 'Tomato Sauce', 'Butter']",['Bread'],3,1
"Cheese, Bread, Butter",Jam,0.0464,0.6203208556149732,2.4538008529073303,0.027490559999999994,1.967977464788732,"['Cheese', 'Bread', 'Butter']",['Jam'],3,1
